id,pais,ciudad,estado_departamento,region_geografica,poblacion,poblacion_metro,altitud_m,costero,lat,lon,network_type,metodo_red,n_nodos,n_aristas,grado_promedio,densidad_red,long_prom_arista_m,long_total_calles_m,n_intersecciones,circuity_avg,clustering_prom,n_pois_total,servicios_con_datos,n_pois_hospital,n_pois_clinica,n_pois_farmacia,n_pois_escuela,n_pois_mercado,n_pois_parque,n_pois_policia,n_pois_bomberos,degree_c_mean,degree_c_median,degree_c_std,degree_c_p90,degree_c_cv,closeness_c_mean,closeness_c_median,closeness_c_std,closeness_c_p90,closeness_c_cv,betweenness_c_mean,betweenness_c_median,betweenness_c_std,betweenness_c_p90,betweenness_c_cv,dist_hospital_mean,dist_hospital_median,dist_hospital_std,dist_hospital_p90,dist_hospital_cv,pct_acceso_hospital,dist_clinica_mean,dist_clinica_median,dist_clinica_std,dist_clinica_p90,dist_clinica_cv,pct_acceso_clinica,dist_farmacia_mean,dist_farmacia_median,dist_farmacia_std,dist_farmacia_p90,dist_farmacia_cv,pct_acceso_farmacia,dist_escuela_mean,dist_escuela_median,dist_escuela_std,dist_escuela_p90,dist_escuela_cv,pct_acceso_escuela,dist_mercado_mean,dist_mercado_median,dist_mercado_std,dist_mercado_p90,dist_mercado_cv,pct_acceso_mercado,dist_parque_mean,dist_parque_median,dist_parque_std,dist_parque_p90,dist_parque_cv,pct_acceso_parque,dist_policia_mean,dist_policia_median,dist_policia_std,dist_policia_p90,dist_policia_cv,pct_acceso_policia,dist_bomberos_mean,dist_bomberos_median,dist_bomberos_std,dist_bomberos_p90,dist_bomberos_cv,pct_acceso_bomberos,corr_bomberos_betweenness_c_p,corr_bomberos_betweenness_c_rho,corr_bomberos_closeness_c_p,corr_bomberos_closeness_c_rho,corr_bomberos_degree_c_p,corr_bomberos_degree_c_rho,corr_clinica_betweenness_c_p,corr_clinica_betweenness_c_rho,corr_clinica_closeness_c_p,corr_clinica_closeness_c_rho,corr_clinica_degree_c_p,corr_clinica_degree_c_rho,corr_escuela_betweenness_c_p,corr_escuela_betweenness_c_rho,corr_escuela_closeness_c_p,corr_escuela_closeness_c_rho,corr_escuela_degree_c_p,corr_escuela_degree_c_rho,corr_farmacia_betweenness_c_p,corr_farmacia_betweenness_c_rho,corr_farmacia_closeness_c_p,corr_farmacia_closeness_c_rho,corr_farmacia_degree_c_p,corr_farmacia_degree_c_rho,corr_hospital_betweenness_c_p,corr_hospital_betweenness_c_rho,corr_hospital_closeness_c_p,corr_hospital_closeness_c_rho,corr_hospital_degree_c_p,corr_hospital_degree_c_rho,corr_mercado_betweenness_c_p,corr_mercado_betweenness_c_rho,corr_mercado_closeness_c_p,corr_mercado_closeness_c_rho,corr_mercado_degree_c_p,corr_mercado_degree_c_rho,corr_parque_betweenness_c_p,corr_parque_betweenness_c_rho,corr_parque_closeness_c_p,corr_parque_closeness_c_rho,corr_parque_degree_c_p,corr_parque_degree_c_rho,corr_policia_betweenness_c_p,corr_policia_betweenness_c_rho,corr_policia_closeness_c_p,corr_policia_closeness_c_rho,corr_policia_degree_c_p,corr_policia_degree_c_rho
47,Colombia,Envigado,Antioquia,Andina (Valle de Aburrá),245000,—,1575,No,6.166,-75.582,walk,pbf_disk_6000m,20228,28029,2.771,0.000137,59.9,1684465.0,15878,1.1111,0.0363,941,8,18,35,104,312,206,247,16,3,0.000137,0.000148,5.1e-05,0.000198,0.3725,0.01829,0.018126,0.00334,0.022962,0.1826,0.00275,0.000335,0.009227,0.005941,3.3557,1609.072089,1157.3025,1684.66551,3114.285,1.047,41.86,1672.729364,1474.8195,1232.808243,3012.1567,0.737,33.14,855.122574,627.064,904.771256,1684.5253,1.0581,73.13,509.638739,374.347,586.784942,940.4738,1.1514,91.55,692.910823,486.938,761.136907,1428.0933,1.0985,81.14,877.604414,494.371,1493.362657,1536.0059,1.7016,79.74,1581.75296,1436.689,1048.553326,2867.9032,0.6629,32.8,3293.168329,2812.9735,2476.908137,5745.0984,0.7521,9.26,0.0,-0.1025,0.0,-0.405,0.0,-0.2061,0.0,-0.0965,0.0,-0.3987,0.0,-0.1531,0.0,-0.1937,0.0,-0.2248,0.0,-0.3313,0.0,-0.1509,0.0,-0.2672,0.0,-0.3285,0.0,-0.1499,0.0,-0.5349,0.0,-0.293,0.0,-0.1522,0.0,-0.2829,0.0,-0.3075,0.0,-0.132,0.0,-0.5173,0.0,-0.3152,0.0,-0.1548,0.0,-0.3387,0.0,-0.2928
48,Colombia,Tuluá,Valle del Cauca,Andina (valle del Cauca),230000,—,960,No,4.085,-76.195,walk,pbf_disk_6000m,5337,7856,2.944,0.000552,90.6,712764.4,4617,1.0632,0.0319,237,7,33,0,25,60,33,74,9,3,0.000552,0.000562,0.000169,0.00075,0.3063,0.026846,0.027257,0.003101,0.03065,0.1155,0.006899,0.001455,0.015369,0.019125,2.2276,1056.848171,645.335,1086.787169,2425.1742,1.0283,65.02,,,,,,,1729.089711,1275.433,1524.776739,4156.9558,0.8818,41.47,816.844456,438.751,995.825307,2260.7294,1.2191,78.06,1321.967424,756.883,1399.859926,3582.333,1.0589,59.38,1041.837367,519.017,1240.626532,2989.9478,1.1908,69.95,1387.181336,1144.725,1093.078373,2694.5664,0.788,42.59,1977.838612,1493.256,1488.928259,4247.1534,0.7528,28.95,0.0,-0.1902,0.0,-0.5696,0.0,-0.3522,,,,,,,0.0,-0.1628,0.0,-0.4045,0.0,-0.3123,0.0,-0.1545,0.0,-0.4823,0.0,-0.3375,0.0,-0.1406,0.0,-0.2072,0.0,-0.2968,0.0,-0.1686,0.0,-0.4761,0.0,-0.3607,0.0,-0.1408,0.0,-0.4242,0.0,-0.3381,0.0,-0.1643,0.0,-0.5277,0.0,-0.2794
49,Colombia,Barrancabermeja,Santander,Andina (Magdalena Medio),210000,—,75,No,7.065,-73.854,walk,pbf_disk_6000m,6113,8319,2.722,0.000445,76.6,638839.4,4769,1.0664,0.0401,306,8,9,1,1,178,22,86,7,2,0.000445,0.000491,0.000165,0.000654,0.3698,0.02248,0.022169,0.003504,0.027143,0.1559,0.007297,0.00109,0.01826,0.019435,2.5025,2714.422804,2591.567,1694.445593,4924.5464,0.6242,19.29,3323.424404,3110.296,1967.477322,5679.9586,0.592,9.42,3255.586818,3110.504,1680.625778,5308.837,0.5162,6.92,669.446954,375.347,755.654533,1814.3156,1.1288,78.19,1627.797303,1256.303,1324.071751,3271.4344,0.8134,40.11,1416.686215,906.832,1434.298145,3535.8984,1.0124,52.48,2535.399123,2248.834,1549.871864,4684.5206,0.6113,15.18,2483.750513,2052.478,1546.980828,4461.0364,0.6228,13.17,0.0,-0.1251,0.0,-0.643,0.0,-0.188,0.0,-0.079,0.0,-0.5377,0.21629,-0.0158,0.0,-0.1926,0.0,-0.5445,0.0,-0.2681,0.0,-0.1513,0.0,-0.716,0.0,-0.2578,0.0,-0.1575,0.0,-0.7218,0.0,-0.2737,0.0,-0.1633,0.0,-0.6581,0.0,-0.2786,0.0,-0.1388,0.0,-0.5682,0.0,-0.2478,0.0,-0.1293,0.0,-0.4942,0.0,-0.2286
50,Colombia,Dosquebradas,Risaralda,Andina (Eje Cafetero),205000,—,1460,No,4.833,-75.677,walk,pbf_disk_6000m,11575,15580,2.692,0.000233,74.0,1155113.1,8953,1.1223,0.0362,363,8,15,31,31,69,125,76,13,3,0.000233,0.000259,8.7e-05,0.000346,0.3746,0.018807,0.018298,0.003279,0.023572,0.1743,0.004652,0.000518,0.013789,0.012176,2.964,1625.208071,1359.744,1216.362968,3038.1326,0.7484,35.72,1672.304647,1300.255,1332.76234,3504.851,0.797,38.56,1370.46355,903.095,1289.123558,2992.7416,0.9406,54.51,928.80374,654.145,876.709415,2159.8676,0.9439,69.87,918.436126,604.168,1043.299222,2216.3848,1.136,73.26,949.818226,587.282,1066.90062,2159.8886,1.1233,69.68,1609.957253,1301.356,1191.058777,3220.2266,0.7398,34.7,2492.373215,2217.48,1412.139694,4243.9512,0.5666,12.67,0.0,-0.1177,0.0,-0.5779,0.0,-0.1805,0.0,-0.1456,0.0,-0.6928,0.0,-0.2111,0.0,-0.1356,0.0,-0.3285,0.0,-0.2247,0.0,-0.1594,0.0,-0.5492,0.0,-0.2438,0.0,-0.1487,0.0,-0.5303,0.0,-0.2141,0.0,-0.191,0.0,-0.5117,0.0,-0.2746,0.0,-0.147,0.0,-0.3718,0.0,-0.2732,0.0,-0.1246,0.0,-0.4002,0.0,-0.1893
51,Colombia,Apartadó,Antioquia,Caribe (Urabá),205000,—,25,No,7.883,-76.625,walk,pbf_disk_6000m,2666,3922,2.942,0.001104,84.1,330283.6,2295,1.0693,0.0206,107,6,12,0,1,58,7,27,2,0,0.001104,0.001126,0.000338,0.001501,0.3062,0.032696,0.032924,0.003379,0.036802,0.1034,0.011237,0.002706,0.024468,0.029085,2.1776,1168.747299,710.787,1369.107038,2626.573,1.1714,68.3,,,,,,,2439.415887,2137.3825,1633.576015,4877.8365,0.6697,18.08,507.637985,301.002,741.873666,918.781,1.4614,90.85,2283.605331,1944.4795,1678.005178,4579.339,0.7348,23.37,971.169988,401.0165,1520.851277,2957.1225,1.566,79.71,2234.779031,1824.832,1717.286365,4819.943,0.7684,29.48,,,,,,,,,,,,,,,,,,,0.0,-0.1851,0.0,-0.1187,0.0,-0.2777,0.0,-0.1794,0.0,-0.3787,0.0,-0.1565,0.0,-0.1973,0.0,-0.2116,0.0,-0.2396,0.0,-0.1514,0.0,-0.3014,0.0,-0.124,0.0,-0.1731,0.005262,-0.054,0.0,-0.3127,0.0,-0.1605,0.0,-0.3048,0.0,-0.1547
52,Colombia,Jamundí,Valle del Cauca,Andina (metro Cali),175000,—,980,No,3.262,-76.538,walk,pbf_disk_6000m,6376,8425,2.643,0.000415,93.6,792528.3,4913,1.0834,0.0391,124,8,5,5,15,22,34,40,2,1,0.000415,0.000471,0.000156,0.000627,0.3757,0.024153,0.024251,0.003783,0.028878,0.1566,0.006512,0.000849,0.021544,0.013262,3.3085,3149.360833,3201.025,1919.425566,5736.3255,0.6095,19.18,3286.824005,3124.621,2143.39443,6191.512,0.6521,18.95,2904.405985,2731.166,2045.282152,5789.783,0.7042,26.35,2133.700681,1573.5685,1839.712544,4883.505,0.8622,37.45,1771.037707,1301.684,1563.512813,3622.301,0.8828,38.93,1605.116133,920.5675,1737.304742,4251.099,1.0824,53.69,4074.896617,4084.15,2144.610473,6843.7315,0.5263,7.21,3999.54229,4035.8295,2151.742495,6727.969,0.538,8.36,0.0,-0.1309,0.0,-0.5423,0.0,-0.1325,0.0,-0.1208,0.0,-0.4061,0.0,-0.1024,0.0,-0.1683,0.0,-0.439,0.0,-0.2025,0.0,-0.1138,0.0,-0.489,0.0,-0.0936,0.0,-0.1279,0.0,-0.4553,0.0,-0.1226,0.0,-0.1696,0.0,-0.4545,0.0,-0.1537,0.0,-0.156,0.0,-0.3957,0.0,-0.2238,0.0,-0.1286,0.0,-0.5555,0.0,-0.1286
53,Colombia,Girón,Santander,Andina (metro Bucaramanga),190000,—,777,No,7.068,-73.173,walk,pbf_disk_6000m,5984,7791,2.604,0.000435,106.1,828845.1,4577,1.1807,0.0457,239,7,0,2,1,90,16,123,5,2,0.000435,0.000501,0.000162,0.000669,0.3729,0.018808,0.018316,0.003511,0.023856,0.1867,0.009065,0.000958,0.022514,0.025563,2.4836,,,,,,,4918.386414,4628.1765,3196.139698,9780.3774,0.6498,8.19,4891.527122,4634.339,2972.436523,8899.4171,0.6077,5.31,1091.458055,607.075,1153.163022,2777.2043,1.0565,62.37,2635.944889,1477.72,2821.379183,7510.8849,1.0703,34.16,1404.123821,529.7965,1962.558972,4683.9402,1.3977,66.84,3091.745027,2657.476,2264.146234,6611.5896,0.7323,15.56,4660.38058,3891.1905,2981.420442,8856.2593,0.6397,7.09,0.0,-0.1,0.0,-0.7104,0.0,-0.077,0.0,-0.1001,0.0,-0.5847,0.0,-0.1138,0.0,-0.1922,0.0,-0.0885,0.0,-0.301,0.0,-0.1218,0.0,-0.8231,0.0,-0.0929,,,,,,,0.0,-0.1709,0.0,-0.2774,0.0,-0.243,0.0,-0.1795,9e-06,-0.0575,0.0,-0.2735,0.0,-0.1096,0.0,-0.2387,0.0,-0.168
54,Colombia,Piedecuesta,Santander,Andina (metro Bucaramanga),180000,—,1005,No,6.988,-73.05,walk,pbf_disk_6000m,3766,4799,2.549,0.000677,125.1,602463.0,2812,1.2188,0.0406,145,6,3,0,2,84,15,40,0,1,0.000677,0.000797,0.000259,0.000797,0.3832,0.028479,0.028981,0.00455,0.033955,0.1598,0.009338,0.001346,0.024264,0.022664,2.5984,3278.127145,2748.884,2411.232293,6618.097,0.7356,16.7,,,,,,,3531.013764,2533.3335,2515.791184,7394.0675,0.7125,10.91,1412.104703,615.9985,1511.934517,3681.3375,1.0707,58.31,2053.577106,1457.519,1807.070309,4286.4135,0.88,35.16,1775.35434,808.709,1996.004979,4523.064,1.1243,55.95,,,,,,,3649.914923,3127.579,2503.285832,7307.497,0.6858,11.34,0.0,-0.1451,0.0,-0.7885,0.0,-0.2623,,,,,,,0.0,-0.1528,0.0,-0.6527,0.0,-0.275,0.0,-0.1329,0.0,-0.6277,0.0,-0.2742,0.0,-0.1471,0.0,-0.728,0.0,-0.2452,0.0,-0.1482,0.0,-0.5204,0.0,-0.2527,0.0,-0.1687,0.0,-0.5465,0.0,-0.31,,,,,,
55,Colombia,Yopal,Casanare,Orinoquía / Llanos,180000,—,350,No,5.338,-72.395,walk,pbf_disk_6000m,5990,8843,2.953,0.000493,78.6,696057.8,5149,1.054,0.0234,551,8,13,10,202,126,70,118,10,2,0.000493,0.000501,0.000153,0.000668,0.3111,0.026702,0.027094,0.004095,0.031652,0.1534,0.006254,0.001048,0.016942,0.014925,2.709,1993.864391,1532.3825,1601.674391,4296.9493,0.8033,36.19,2111.670181,1896.666,1388.725193,3817.3075,0.6576,22.17,725.307189,312.903,1100.257189,1739.7271,1.517,80.15,740.831433,431.33,903.561105,1668.0661,1.2197,76.94,799.136729,470.0575,1051.347742,1746.4279,1.3156,79.87,794.638863,453.324,893.534833,1964.9352,1.1245,75.64,1573.472448,1121.4675,1318.208374,3330.9917,0.8378,44.37,2625.806826,2143.3765,1784.214875,5348.0185,0.6795,17.45,0.0,-0.1346,0.0,-0.5366,0.0,-0.1716,0.0,-0.1319,0.0,-0.3978,0.0,-0.1954,0.0,-0.168,0.0,-0.4778,0.0,-0.2601,0.0,-0.1864,0.0,-0.518,0.0,-0.3575,0.0,-0.1448,0.0,-0.5932,0.0,-0.1691,0.0,-0.1713,0.0,-0.3745,0.0,-0.2808,0.0,-0.1539,0.0,-0.5094,0.0,-0.189,0.0,-0.131,0.0,-0.5125,0.0,-0.1965
56,Colombia,Florencia,Caquetá,Amazonía (piedemonte),178000,—,242,No,1.617,-75.606,walk,pbf_disk_6000m,4730,6627,2.802,0.000593,80.5,534507.2,3826,1.0868,0.0357,167,7,4,3,3,100,21,33,3,0,0.000593,0.000634,0.000206,0.000846,0.3476,0.023423,0.023209,0.004276,0.029405,0.1825,0.009138,0.001341,0.02271,0.025348,2.4852,2220.495902,1828.6755,1575.840439,4250.8882,0.7097,29.07,2646.51801,2410.5125,1476.771905,4461.3869,0.558,12.49,2452.159484,2277.667,1409.331048,4201.6838,0.5747,15.24,811.373115,455.3835,878.076272,2324.8361,1.0822,75.9,1110.621908,745.9655,1048.525219,2520.4537,0.9441,62.66,1634.071612,872.2465,1620.639299,4049.7244,0.9918,54.59,2637.857573,2468.876,1687.50303,4781.2105,0.6397,20.85,,,,,,,,,,,,,0.0,-0.1962,0.0,-0.7985,0.0,-0.1625,0.0,-0.1923,0.0,-0.425,0.0,-0.1763,0.0,-0.2053,0.0,-0.642,0.0,-0.1769,0.0,-0.1988,0.0,-0.6386,0.0,-0.1578,0.0,-0.2461,0.0,-0.3706,0.0,-0.1781,0.0,-0.2181,0.0,-0.4633,0.0,-0.1801,0.0,-0.1807,0.0,-0.6393,0.0,-0.1406
57,Colombia,Maicao,La Guajira,Caribe (frontera),170000,—,50,No,11.378,-72.239,walk,pbf_disk_6000m,5910,8833,2.989,0.000506,90.0,795654.6,4983,1.0397,0.0409,204,6,3,1,2,144,6,48,0,0,0.000506,0.000508,0.000167,0.000677,0.3311,0.024785,0.024387,0.003382,0.030014,0.1365,0.006788,0.001635,0.012729,0.020294,1.8752,2539.774503,2310.4805,1520.679797,4548.3574,0.5987,15.79,3026.992224,2816.7585,1527.352002,5369.3804,0.5046,7.14,2181.051611,1926.3855,1262.7309,3996.0773,0.579,15.25,566.483676,396.1965,541.793188,1209.6883,0.9564,84.25,1884.262245,1666.697,1164.696028,3452.6317,0.6181,21.54,1200.234947,799.5755,1124.477381,2932.696,0.9369,58.76,,,,,,,,,,,,,,,,,,,0.0,-0.2144,0.0,-0.6921,0.0,-0.3527,0.0,-0.2136,0.0,-0.4673,0.0,-0.3454,0.0,-0.1276,0.0,-0.4671,0.0,-0.2475,0.0,-0.1572,0.0,-0.4661,0.0,-0.2155,0.0,-0.206,0.0,-0.6672,0.0,-0.3339,0.0,-0.198,0.0,-0.5563,0.0,-0.3389,,,,,,
58,Colombia,Turbo,Antioquia,Caribe (Urabá),170000,—,2,Sí,8.094,-76.728,walk,pbf_disk_6000m,1538,2112,2.746,0.001787,101.2,213878.0,1165,1.0381,0.0129,76,8,2,1,4,40,11,14,3,1,0.001787,0.001952,0.000707,0.002602,0.3955,0.038756,0.038771,0.007151,0.048145,0.1845,0.016838,0.004935,0.028856,0.05138,1.7138,2781.970745,2206.0005,1725.740158,5409.945,0.6203,3.64,2381.977096,1690.3335,2066.976875,5159.0697,0.8678,23.99,2147.639357,1423.2785,2102.507068,4710.8758,0.979,34.85,926.206503,358.7505,1257.974968,2773.4412,1.3582,73.99,1810.246542,932.878,2040.811612,4607.5624,1.1274,52.6,1269.838184,657.1325,1567.084038,3074.5689,1.2341,64.69,1940.499433,1284.755,1805.093556,4480.4689,0.9302,34.07,2467.543017,1998.6155,1747.234313,5021.9822,0.7081,14.04,0.0,-0.2138,0.0,-0.8124,0.0,-0.3324,0.0,-0.22,0.0,-0.6739,0.0,-0.4243,0.0,-0.2439,0.0,-0.5887,0.0,-0.4251,0.0,-0.2636,0.0,-0.7174,0.0,-0.4636,0.0,-0.1936,0.0,-0.7818,0.0,-0.3101,0.0,-0.2548,0.0,-0.6575,0.0,-0.4919,0.0,-0.235,0.0,-0.6623,0.0,-0.4258,0.0,-0.2211,0.0,-0.7366,0.0,-0.3656
59,Colombia,Facatativá,Cundinamarca,Andina (Sabana de Bogotá),160000,—,2586,No,4.814,-74.355,walk,pbf_disk_6000m,3033,3935,2.595,0.000856,111.9,441157.8,2270,1.1285,0.0324,125,8,8,2,3,31,21,47,9,4,0.000856,0.000989,0.000331,0.001319,0.3871,0.03051,0.030508,0.005765,0.038466,0.189,0.010899,0.001765,0.025016,0.029176,2.2954,1835.715715,1033.191,1844.762398,4837.298,1.0049,48.01,2703.415602,1950.711,1964.333624,5847.5938,0.7266,16.65,2355.102584,1759.423,1861.818144,5391.7384,0.7905,22.55,1052.444012,608.232,1189.312835,2511.8962,1.13,69.01,1350.043358,747.67,1503.727995,3273.2726,1.1138,60.76,1410.565013,609.779,1734.039334,4201.678,1.2293,61.36,1644.501287,1060.658,1636.693303,4257.3298,0.9953,47.08,2443.969922,1722.779,2012.043981,5691.2686,0.8233,25.98,0.0,-0.1497,0.0,-0.5392,0.0,-0.2708,0.0,-0.1722,0.0,-0.7612,0.0,-0.2941,0.0,-0.2025,0.0,-0.4177,0.0,-0.3272,0.0,-0.1826,0.0,-0.6329,0.0,-0.2675,0.0,-0.2025,0.0,-0.6026,0.0,-0.2857,0.0,-0.2169,0.0,-0.6509,0.0,-0.2641,0.0,-0.2182,0.0,-0.6621,0.0,-0.3318,0.0,-0.1971,0.0,-0.6331,0.0,-0.2735
60,Colombia,Ipiales,Nariño,"Andina (sur, frontera)",155000,—,2897,No,0.828,-77.644,walk,pbf_disk_6000m,3166,4174,2.637,0.000833,112.7,472081.6,2407,1.1267,0.0369,177,8,10,3,7,95,25,27,8,2,0.000833,0.000948,0.000321,0.001264,0.385,0.030862,0.031102,0.004668,0.037257,0.1512,0.010176,0.00194,0.019162,0.035482,1.8831,1988.373648,1262.0315,1906.816318,5317.641,0.959,44.6,2254.285241,1489.7935,2014.922069,5712.1975,0.8938,24.76,2635.2744,1969.4495,2161.793731,6036.0335,0.8203,26.82,814.072967,439.948,1101.660087,1959.065,1.3533,77.23,1690.743328,845.313,1878.285536,4691.3215,1.1109,56.57,1797.661547,836.0545,2010.071964,5284.4185,1.1182,54.17,2194.966249,1741.5055,1852.645603,5132.8085,0.844,30.13,2814.537784,2293.9125,2006.783704,6113.08,0.713,16.42,0.0,-0.1336,0.0,-0.7846,0.0,-0.24,0.0,-0.1069,0.0,-0.44,0.0,-0.1958,0.0,-0.1919,0.0,-0.5848,0.0,-0.3132,0.0,-0.1378,0.0,-0.7714,0.0,-0.2601,0.0,-0.1591,0.0,-0.7074,0.0,-0.226,0.0,-0.1768,0.0,-0.69,0.0,-0.2478,0.0,-0.1259,0.0,-0.6059,0.0,-0.2339,0.0,-0.1541,0.0,-0.5987,0.0,-0.1914
61,Colombia,Chía,Cundinamarca,Andina (Sabana de Bogotá),160000,—,2564,No,4.863,-74.052,walk,pbf_disk_6000m,10297,11995,2.33,0.000226,80.7,974241.2,6811,1.1309,0.0345,217,8,3,5,19,54,66,64,2,4,0.000226,0.000291,9.7e-05,0.000291,0.4306,0.016566,0.016626,0.00229,0.019556,0.1382,0.005884,0.000388,0.016527,0.014653,2.8089,3131.640639,2666.253,1939.544531,6038.8208,0.6193,12.01,2963.833752,2277.741,2193.113519,6620.162,0.74,15.06,3051.322629,2520.138,2217.908229,6390.3628,0.7269,21.25,1162.075004,875.868,979.157898,2316.9936,0.8426,56.44,1508.853837,1062.415,1399.015063,3624.5246,0.9272,47.08,1390.472495,1045.611,1174.14873,2977.0904,0.8444,48.64,3938.758398,3633.883,2294.304511,7004.1094,0.5825,7.11,4688.060692,4431.444,2409.266758,8283.885,0.5139,3.17,0.0,-0.0945,0.0,-0.5458,0.0,-0.1207,0.0,-0.0964,0.0,-0.6115,0.0,-0.1012,0.0,-0.1208,0.0,-0.4309,0.0,-0.0874,0.0,-0.0795,0.0,-0.7133,0.0,-0.0648,0.0,-0.1068,0.0,-0.8311,0.0,-0.1171,0.0,-0.1148,0.0,-0.4907,0.0,-0.0906,0.0,-0.1071,0.0,-0.4895,0.0,-0.131,0.0,-0.0525,0.0,-0.51,0.001449,-0.0314
62,Colombia,Pitalito,Huila,Andina (sur),145000,—,1318,No,1.858,-76.051,walk,pbf_disk_6000m,3555,4975,2.799,0.000788,96.2,479017.1,2888,1.0691,0.0274,87,7,1,5,0,33,16,24,5,3,0.000788,0.000844,0.000274,0.001125,0.3475,0.025924,0.026156,0.005364,0.03273,0.2069,0.011114,0.001954,0.025255,0.031739,2.2723,3191.506444,2519.978,2147.040813,6581.0186,0.6727,7.09,2580.856732,1908.252,2162.155167,6027.778,0.8378,24.02,,,,,,,1068.120421,591.337,1316.531876,2975.0198,1.2326,72.69,1621.386173,780.957,1838.455266,4715.4976,1.1339,58.73,1701.021788,668.73,2033.319837,4979.8842,1.1954,57.1,1805.064622,1134.839,1754.310883,4637.15,0.9719,41.86,2573.666678,1683.302,2227.148576,6123.6884,0.8654,27.9,0.0,-0.2677,0.0,-0.7795,0.0,-0.424,0.0,-0.2559,0.0,-0.7101,0.0,-0.4069,0.0,-0.2677,0.0,-0.6892,0.0,-0.3968,,,,,,,0.0,-0.2551,0.0,-0.7181,0.0,-0.3986,0.0,-0.3028,0.0,-0.8327,0.0,-0.4414,0.0,-0.2164,0.0,-0.6497,0.0,-0.4448,0.0,-0.2586,0.0,-0.6701,0.0,-0.3964
63,Colombia,Fusagasugá,Cundinamarca,Andina (Cundinamarca),150000,—,1728,No,4.337,-74.364,walk,pbf_disk_6000m,5659,7263,2.567,0.000454,90.9,661166.4,4130,1.1032,0.0276,125,8,5,3,11,25,37,41,2,1,0.000454,0.00053,0.000181,0.000707,0.3988,0.022933,0.023006,0.002711,0.026219,0.1182,0.007651,0.000969,0.019167,0.022742,2.5051,2737.157074,2388.143,1974.318949,5694.973,0.7213,21.58,2638.223401,2031.306,1907.175434,5605.1656,0.7229,19.19,2065.092516,1486.853,1783.806011,4928.7472,0.8638,27.76,1360.425256,792.868,1454.90984,3695.5254,1.0695,58.07,1188.912845,698.862,1394.07713,3384.961,1.1726,70.79,1407.320733,874.511,1450.797215,3444.31,1.0309,54.04,2777.813734,1911.134,2129.726147,5991.21,0.7667,23.01,3164.643837,2384.537,2135.688615,6353.5896,0.6749,11.33,0.0,-0.1357,0.0,-0.6039,0.0,-0.1968,0.0,-0.1347,0.0,-0.719,0.0,-0.1727,0.0,-0.1707,0.0,-0.4909,0.0,-0.2474,0.0,-0.1547,0.0,-0.5128,0.0,-0.2293,0.0,-0.1229,0.0,-0.4507,0.0,-0.19,0.0,-0.1848,0.0,-0.399,0.0,-0.2586,0.0,-0.1478,0.0,-0.3915,0.0,-0.229,0.0,-0.1445,0.0,-0.5173,0.0,-0.2226
64,Colombia,Malambo,Atlántico,Caribe (metro Barranquilla),140000,—,10,No,10.859,-74.774,walk,pbf_disk_6000m,8717,12860,2.951,0.000339,64.3,827811.1,7549,1.0455,0.0238,212,8,7,4,4,53,81,57,4,2,0.000339,0.000344,0.000102,0.000459,0.3026,0.018503,0.018368,0.002034,0.021236,0.1099,0.006165,0.000887,0.017879,0.013399,2.9003,1661.877605,1371.073,1114.153922,3035.687,0.6704,30.37,2219.052874,2065.461,1259.910526,3564.0,0.5678,14.02,3433.106604,1977.519,2814.702787,6909.9834,0.8199,23.53,691.565101,455.006,823.381298,1340.0816,1.1906,83.11,946.269392,657.063,982.356781,2096.4074,1.0381,72.28,686.82207,488.033,759.565056,1345.9662,1.1059,84.56,1931.092716,1806.042,1136.458817,2966.202,0.5885,16.42,3132.904585,3006.42,1392.164424,4990.2032,0.4444,3.06,0.0,-0.0952,0.0,-0.0689,0.0,-0.1081,0.0,-0.0904,0.0,-0.1664,0.0,-0.0604,0.0,-0.111,0.0,-0.1317,0.0,-0.1781,0.0,-0.1035,0.0,-0.1236,0.0,-0.1193,0.0,-0.1314,0.0,-0.0922,0.0,-0.1102,0.0,-0.1231,0.281748,-0.0115,0.0,-0.1468,0.0,-0.1256,0.0,-0.1915,0.0,-0.1908,0.0,-0.1184,0.0,-0.3614,0.0,-0.1042
